doc_id,wikipedia_movie_id,movie_name,release_date,text,true_topic,y_outcome,lda_topic,lda_topic_prob
402,20190305,Portrait of a Beauty,2008-11-13,"Retired court painter Shin Han-Pyong seeks to settle an old score with the most sought after painter of that time, Kim Hong-Do . Shin raises his son to surpass Kim Hong-Do, but his son commits suicide over his lack of talent. The father then pushes his daughter Yun-Jeong to disguise herself as her brother and enter the world of court painters. Now the grown-up Yun-jeong , better known as ""Hyewon"" - the pen name of Shin Yun-Bok, finally enters the court and learns to paint under the guidance of Kim Hong-Do, who is trusted by King Jung-Jo. Kim Hong-Do quickly notices Yun-bok's huge potential as well as his girlish features. Things remain normal until Yun-bok goes out and comes across a playful seller of mirrors, Kang-Mu . When their romantic adventure takes off, it is Kim Hong-Do who ends up heartbroken. Kim's jealousy, and his desire to own Yun-Bok physically and emotionally, soars to a perilous level. Shin Yun-bok, better known by the pen name Hyewon, is a real figure who produced a host of thematically provocative and artistically excellent paintings in the 18th century. However, not one record of the painter still exists. A story about a genius painter who loved his patron’s lover and then lost everything, only to leave a miindo of the lady.",drama,0,2,0.5556324706754031
403,8737659,Speed Racer,2008-04-28," Speed Racer  is an 18-year-old whose life and love has always been automobile racing. His parents Pops  and Mom  run the independent Racer Motors, in which his brother Spritle , mechanic Sparky , and girlfriend Trixie  are also involved. As a child Speed idolized his record-setting older brother, Rex Racer , but Rex was disowned by Pops for his decision to join a corporate racing team and was publicly defamed for appearing to cheat in a race. He was then killed while racing in the Casa Cristo 5000, an intense cross-country racing rally notorious for rough and foul play. Now embarking on his own career, Speed Racer is quickly sweeping the racing world with his skill behind the wheel of his brother's car the Mach 5 and his own Formula One car the Mach 6, but remains primarily interested in the art of the race and the well-being of his family. E.P. Arnold Royalton , owner of conglomerate Royalton Industries, offers Speed an astoundingly luxurious lifestyle in exchange for signing to race with him. Speed is tempted but declines due to his father's distrust of power-hungry corporations. Angered, Royalton reveals that for many years the key races have been fixed by corporate interests, including Royalton himself, to gain profits. He threatens Speed's career and family, making good on these threats by having his drivers force Speed into a crash that destroys the Mach 6 and suing Racer Motors for intellectual property infringement. Speed decides that he must do something to stop Royalton and save the Racer business, and an opportunity to do so arises in the form of Inspector Detector , head of a corporate crimes division. Racer Taejo Togokahn ([[Rain  claims to have evidence that could indict Royalton but will only offer it up if Speed and the mysterious masked Racer X ([[Matthew Fox  agree to race on his team in the Casa Cristo 5000. Taejo claims that a win could substantially raise the stock price of his family's racing business, blocking a Royalton-arranged buyout. Speed agrees but keeps his decision secret from his family, and Inspector Detector's team makes several defensive modifications to the Mach 5 to assist Speed in the rally. After they drive together and work naturally as a team, Speed begins to suspect that Racer X is actually his brother Rex in disguise. His family discovers that he has entered the race and agree to support him. With the help of his family and Trixie, Speed defeats many brutal racers who have been bribed by fixer Cruncher Block  to stop him, and overcomes seemingly insurmountable obstacles to win the race. However, Taejo's arrangement is revealed to be a sham, as he was only interested in increasing the value of his family's company so that they could profit from Royalton's buyout. An angry Speed hits the track that he used to drive with his brother, and confronts Racer X with his suspicion that he is Rex. Racer X removes his mask, revealing an unfamiliar face, and tells Speed that Rex truly is dead. Speed returns home, where Taejo's sister Haruko  gives him Taejo's automatic invitation to the Grand Prix. The Racer family bands together and builds a new Mach 6 in 32 hours. Speed enters the Grand Prix against great odds: Royalton has placed a bounty on his head that the other drivers are eager to collect, and he is pitted against legendary Hall of Fame driver Jack ""Cannonball"" Taylor . Speed overcomes a slow start to catch up with Taylor, who uses a cheating device called a spearhook to latch the Mach 6 to his own car. Speed uses his jump jacks to expose the device to video cameras and cause Taylor to crash. Speed wins the race, having successfully exposed Royalton's crimes. Racer X, who is watching, reveals through a flashback montage that he is indeed Rex, having faked his death and undergone plastic surgery to change his appearance as part of his plan to save his family and the sport of racing. He chooses not to reveal his identity to his family, declaring that he must live with his decision. The Racer family celebrates Speed's victory as Speed and Trixie kiss, and Royalton is sent to jail.",action,1,5,0.9968946160233624
404,542094,Cabin Fever,2002-09-14,"A hermit walking in the woods comes across his dog. He tries to get the dog's attention, but the dog is dead due to a bloody infection, and the hermit is sprayed with infected blood. Five college students, Paul, Karen, Marcy, Jeff, and Burt, take a vacation to a remote cabin in the woods to celebrate the start of spring break. Jeff and Marcy are in a physical relationship, while Paul is trying to get childhood friend Karen to sleep with him. Upon their visit to a local convenience store, they meet an unusual boy named Dennis, who has a tendency to bite people, and a store owner who has a rifle he is keeping for ""niggers"". When the five get to the cabin, Jeff and Marcy have sex and Paul and Karen go for a swim. Meanwhile, Burt goes out to shoot squirrels with his rifle, but ends up shooting the hermit, now disfigured and bloody. The hermit flees, but Burt does not tell anyone about the incident. That night, the friends gather around a campfire, where they are joined by a friendly drifter named Justin, who prefers to be called Grimm, and his angry dog, Dr. Mambo. After they share some marijuana, it starts to rain, so Grimm leaves with his dog to pack up his stuff. While the friends wait for Grimm indoors, the hermit returns, in a much worse state than before and begging for help. Burt shuts the door on the sick hermit, who then tries to steal the group's car, while vomiting blood all over it. When the hermit threatens Marcy and Karen, Paul accidentally sets the hermit on fire while trying to ward him off. The group looks for help the next day. Jeff and Burt find a helpful neighbor, but leave when they find out she's the dead hermit's cousin. To make matters worse, a savage dog, perhaps Dr. Mambo, begins harassing the group. Paul later gets assistance from police Deputy Winston, who promises to send up a tow truck, but in the meantime encourages Paul to have a good time and party. Paul goes on to comfort Karen, who is upset over the killing of the hermit. After he calms her down, it appears Paul is finally going to have sex with her, but when he goes to touch her, he discovers a massive bloody infection on her thigh. The group isolates her in a shed outside of the cabin. After fixing the truck, Burt begins coughing up blood, revealing he is infected, but does not tell the others. After Karen pukes up blood on the truck, Jeff takes the group's remaining beer and leaves. Burt goes back to the convenience store to get help, but incurs the wrath of Dennis's father after inadvertently infecting Dennis with the disease when Dennis bites him. Showing more signs of infection, Burt flees, chased by Dennis's father and two friends. After moving Karen back to the shed, Marcy convinces Paul to have unprotected sex with her. Shortly after, Paul leaves to find help and look for Jeff. A depressed Marcy, who develops infected sores on her back during sex with Paul, takes a shower, crying when her skin starts to fall off while shaving her legs. She later goes outside, where she is killed by Dr. Mambo. Meanwhile, Paul discovers the dead body of the hermit floating in a reservoir, revealing the infection has been spreading through the drinking water. After racing back to the cabin, Paul finds Dr. Mambo feeding on Karen. After killing Dr. Mambo with Burt's gun, Paul puts Karen out of her misery by beating her to death with a shovel. A dying Burt later returns to the cabin, still pursued by Dennis's father and his two companions. Burt is shot by the posse, who in turn are killed by Paul, who then sets out to find Jeff. After finding the dismembered body of Grimm and discovering early signs that he is infected, Paul takes the group from the convenience store's truck and hits a deer, covering him in blood. He later reunites with Deputy Winston, who is partying with underage drinkers. After Winston is radioed about several infected people in a cabin going on a killing spree, Paul attacks and infects several of Winston's friends before knocking Winston out. Paul is later picked up by a passing truck and dropped off at a hospital. There, he is interrogated about the virus, but he cannot provide any response. The sheriff tells Winston to ""take care"" of Paul. Paul tries to warn Winston about the drinking water by saying ""water..."" but Winston only responds by dumping him at the edge of a creek. The next day, Jeff, who has been hiding out and drinking in the woods, returns to the cabin. Initially crying after seeing the remains of his friends, he later becomes ecstatic upon realizing he is the only one who made it. As he raises his arms in victory, he is gunned down by several police officers, who burn his body along with the others. Back at the convenience store, a couple of children are selling lemonade that they have made with water from the creek Paul was dumped in. In addition, a large truck, filled with bottles of water taken from the creek, can be seen leaving the store. The film ends with several black people entering the convenience store. The store owner grabs the rifle and then hands it to them, revealing he was only polishing it up for them and that they are good friends.",horror,0,2,0.824885791397436
405,448814,The Little Mermaid II: Return to the Sea,2000-09-19," Ariel and Eric celebrate the birth of their newborn daughter Melody on a ship at sea. Ariel's father King Triton presents Melody with a magic locket. The party is interrupted by Morgana, sister of the deceased Ursula, who threatens to cause Melody harm, using her as leverage to get Triton's trident. Ariel and Eric work together to foil Morgana's plan. Fearing Morgana and remembering Ursula, Ariel decides to withhold all knowledge of the sea world from Melody. The locket is tossed into the ocean, and a massive wall is built to separate the royal castle from the sea. Twelve years later, Melody remains unaware of her mother’s mermaid heritage and is forbidden from ever going into the sea. However, she has been sneaking out the castle regularly to swim and one day finds her locket. Seeing her name on the locket, Melody confronts her mother and, frustrated with her mother's refusal to answer her questions, Melody takes a boat and sails away from home. Her parents soon learn that she is gone, and Triton uses his magic to transform Ariel back into a mermaid to search for Melody. Melody is lured to Morgana’s lair by her manta rays, Cloak and Dagger, and Undertow, and Morgana uses the remains of Ursula's magic to temporarily transform Melody into a mermaid. Morgana says that the transformation will be permanent if Melody can get hold of the trident, which she claims was stolen by Triton. With the help of Tip the penguin and Dash the walrus, Melody successfully returns to Morgana with the trident. Ariel tries to stop Melody, but before she can explain that Morgana is evil, Melody gives the trident to Morgana. With the trident in her grip, Morgana reveals her true intentions and grabs Ariel with her tentacle and holds her hostage. Morgana uses the trident's magic to lord over the ocean, rising to the surface to gloat. Scuttle, Triton, Sebastian, and Eric arrive, and a battle ensues against Morgana and her minions. Melody manages to grab the trident and throw it back to Triton by climbing up the cliff on which Morgana is standing and sneaking up on her. Triton uses his trident to encase Morgana in a block of ice, which sinks underwater. Melody reunites with her family, and Triton offers his granddaughter the option of becoming a mermaid permanently. Instead, she uses the trident to disintegrate the wall separating her home from the sea, reuniting the humans and the merpeople.",other,0,3,0.8372454966581003
406,32745648,Americano,2011-09-10,"In Paris, the relationship between Martin  and Claire  is at an impasse. His mother's death suddenly calls Martin back to Los Angeles to deal with inheritance formalities, the town where he spent his childhood. In Los Angeles he is helped by a family friend, Linda who takes him to his mother's home and the neighbourhood he grew up in. This return to childhood haunts provokes several buried memories that appear to disturb Martin. After speaking with a neighbour, Martin goes to Tijuana in Mexico, looking for Lola , a close friend of his mother's. He tracks her down to the Americano, a club where Lola works as a dancer. However, to find resolution, Martin must face up to his past.Salma Hayek Goes Dancing In ""Americano"" Dark Horizons. 12 May 2011Exclusive: First Footage & New Pics From TIFF Entry ‘Americano’ Starring Salma Hayek & Mathieu Demy Indiewire. 7 September 2011",drama,0,0,0.9846743019942461
407,9084256,"Ispiritista: Itay, may moomoo!",2005,"Victor  started drinking when his wife Linda  suddenly died although he keeps it from his son Tom Tom . One day, Victor thinks of a way by which he can make others who are also mourning feel better—and make some money in the process. With the help of two cohorts, Wally  and George , Victor passes himself off as an Ispiritist who can communicate with restless spirits for a price. His son has no idea that his dad is a fake medium and in fact, idolizes his father. He proudly tells his classmates that his father gets rids of ghosts for a living. Victor is hired by Tom Tom’s school to speak to the ghost of a little girl and ask her to leave the campus. As his dad prepares, a surprised Tom Tom discovers that he can see and talk to Didith , the little girl’s ghost. She tells Tom Tom what needs to be done to calm her restless soul. Tom Tom obeys her instructions, and she stops haunting the school. Victor takes the credit and accepts the school’s thanks for a job well done. After this success, Victor quickly finds more ghost-busting work. Impressed by how he handled the school ghost, Lalaine  hires Victor to rid her boarding house of a quartet of spirits  who are scaring her boarders. Victor promptly accepts, believing Lalaine might be a possible wife for him and a mother for his son. However, Lalaine discovered his con not only losing a love interest but also the respect of his son.{{cite news}} Just when Victor is about to apologize for his sins, he realizes that he has suddenly developed the power to see and speak to ghosts. Victor realizes what he must make up for his lies. During the film's climax, Victor, Tom Tom, Lalaine, Wally, George, and an absent-minded priest Fr. Ben  must enter a haunted mansion and get rid of the spirits that inhabit it.",comedy,0,0,0.8038384442042161
408,10348583,Undisputed II: Last Man Standing,2005,"Visiting the Russian Federation for a series of boxing matches, George ""Iceman"" Chambers is subsequently framed for possession of cocaine and sent to prison. There, he discovers a series of illegal full-contact Mixed Martial Arts matches dominated by inmate Yuri Boyka. The prison officials arrange these fights and place large side-bets to make a personal profit, often at the expense of the fighters. Once inside, the warden and legal adviser for Chambers state that if he fights Yuri in the ring, he will likely get an expedited appeal and early release. He initially refuses, but after spending time in demeaning physical labor in the prison's sewer system and experiencing firsthand the brutality of the guards, he reluctantly agrees. He is rescued from both forms of humiliation by a crippled inmate, Crot . Both fighters train hard for the match, though Chambers still relies on his boxing background while Boyka prepares a series of deadly kicks, throws, and grappling combinations designed to humiliate his opponent in the ring. Prior to the fight however, Boyka's friends force George's cellmate, Steven, who is acting as his cornerman, to spike his water with a light sedative during the fight. During the fight, Chambers is somewhat taken by surprise at the flurry and variety of Boyka's attacks, but manages to hold his own through the first round by keeping his distance, staying calm, and dealing out painful punching combinations whenever possible. At the end of the first round, Steven slips the drugged water into Chambers' mouth and he takes a few sips. During the second round, he starts to lose his focus and begins taking more and more punishment until Boyka knocks him out with a devastating flying kick. Following the fight, Steven kills himself out of guilt. After the fight, Chambers  confronts Boyka, believing that he was responsible for drugging him, and the warden, for going back on the deal. Boyka coldly tells him that he does not need drugs to win, and the warden denies knowledge of the deal. Upon learning of the truth, Boyka is furious, believing himself to be the first practitioner of the ""ultimate fighting form,"". Chambers asks for a rematch mainly to ensure his release. He makes a bet that he can defeat Boyka to win his freedom, though the officials also offer a substantial cash incentive to make sure that Chambers trains hard. Chambers seeks help from Crot, who then reveals that he helped train Boyka in his fighting style. Crot is actually a former soldier and martial arts expert who committed murder in order to protect his family. However, he feels this guilt so acutely, as well as a feeling of alienation from his family, that he has resigned himself to permanent confinement. Even so, his desire to see justice for both Chambers and Boyka inspires him to reeducate Chambers in mixed martial arts techniques. Working together, the two practice grapples, holds, and kicks which stretch Chambers' abilities. As the training continues and Chambers improves, the two begin to form a bond and relate their individual philosophy of fighting. Chambers begins to extend his mental discipline from the ring into his private life, while Crot begins catching some of Chambers' ambition, specifically the narrow and slim hope that he might one day be released and reconcile with his family. Near the end of the training, Crot teaches Chambers a devious leg Joint lock designed to end the fight. He somberly instructs Chambers to use it to its full effectiveness if he gets the opportunity. Since Boyka enjoys brutalizing his opponents and other inmates with a passion that borderlines on sadism, and his mixture of personal pride and high tolerance for pain make it unlikely that he will submit, Crot instructs Chambers not to hesitate and to break Boyka's leg to end the fight if he gets the chance. Chambers agrees, but privately believes that he can fight Boyka to a knock-out. Once the fight begins it is apparent to all the viewers that the combatants are much more evenly matched and Chambers is much more impressive in his style. The fight is long and intense, with flurries of combinations, grapples, and throws traded between the two. Eventually, Chambers realizes that Boyka will not lose consciousness, will not submit, and will likely knock him out if the fight goes on too long. Chambers alters his strategy and manages to get Boyka in the joint lock and ends the fight by breaking Boyka's leg, proving that he is the undisputed new champion of the prison. Shortly thereafter, Chambers is released from prison and uses his winnings to buy Crot's freedom as well. In a final scene, he wheels Crot, who is now cleaned up and in possession of several gifts, to a train station to meet with his estranged niece in a happy reunion. Crot thanks Chambers for giving him the remainder of the winnings to start his life again, while Chambers expresses his gratitude for the help and training. Crot then meets with his niece and the two embrace for the first time.",action,1,4,0.43829257508697883
409,8484720,Sleeping Pills,2003-10-12,"Tarika, a supposed expert in applied probability, gets a job with a cutting-edge transportation company, Dymotran , and develops a romantic interest in his attractive new boss and EVP, Charlotte. Having presented himself to his new employers as a square-toed professional, Tarika is embarrassed when Charlotte discovers that his closest friends are playful misfits with little to no professional aspirations. In spite of apparent compatibility issues, Tarika and Charlotte begin to develop a relationship. Tarika reconsiders his choice of friends after his on-again off-again love interest, Tricia, makes out with Kevin, his close friend and proverbial ringmaster, during a surreal birthday party in a kitschy Mexican restaurant . Tarika struggles to decide which life suits him best and as is his tendency, develops somewhat of an over-attachment to Charlotte. After an untimely marriage proposal to Charlotte, who is focused on her career and not ready to settle down, Tarika is dumped. In his bitterness and hurt, Tarika resigns from work on Dymotran's sustaining project, the development of a futuristic, modular transportation system. This places Charlotte and her company in jeopardy and Charlotte confronts Tarika in the parking lot as he leaves the office for the last time. This encounter erupts into a full-blown screaming match and eventually ends with Charlotte admitting that she loves Tarika. After a final plea from Charlotte for Tarika to reconsider his decision, he agrees to give two more weeks to the job and in return, Charlotte agrees to be open-minded about a future with Tarika. Taking breaks from his final work on the project, Tarika visits many buildings and public spaces of 60's and 70's Modernist origin, the architecture and design of which serves as inspiration for much of his work. At every turn, another one of these spaces is boarded up and bulldozed. This builds upon the predominant theme of Sleeping Pills, whereby the entities and images forming ones identity are crushed without remorse in favor of new and improved versions. These images serve as a metaphor for the ephemeral home, relationship, and sense of self that can be seen as a consequence of a Postmodern society. Tarika is reunited with the old gang for a final roller skating session at the FunPlex, a large roller rink and game arcade scheduled for demolition the following week. Soon after, Tarika meets up with Tricia at the courtyard of their old high school , where Tricia reveals that she is leaving the area for good and asks Tarika to run away with her. The plot culminates with Tarika having to make a decision to either run away with the unpredictable and fun Tricia or stay and attempt to build a life with a more stable, yet seemingly incompatible Charlotte.",drama,0,0,0.994898279143504
410,8847160,Million Dollar Mystery,1987-06-12,"Tom Bosley has the starring role as Sidney Preston, a disgruntled White House aide who took off with $4 million that belonged to the government. While on the run, he stops at a roadside diner and has their world famous chili. He suffers a fatal heart attack and before dying, reveals to onlookers the location of the first million dollars. The occupants of the diner head out on a mad dash to find the loot. When they find the money, they lose it in a mishap. They follow clues to the next million and lose it as well. After finding and losing the third million, the movie ends. During the closing credits, one of the characters informs the audience that there is a million dollars somewhere in the USA and if they follow the clues in specially marked Glad-Lock bags, they have the chance to win $1 million. The plot was not unlike the 1963 film It's a Mad, Mad, Mad, Mad World.",comedy,0,0,0.986172497656468
411,11585359,Piñata,2005,"A piñata (voiced by [[Mark Mitchell  suspended from a rope on a tree, awakens as if coming to life for the first time. It hears the noise of children and wants to join them, but can't . Soon though, a girl , with only her sombrero showing, wielding a large  stick approaches and begins swinging unsuccessfully at the piñata. Shortly, another child shows up with a stick that can reach it and the piñata, to its surprise, gets hit across the face. To its horror, more children  show up and attack it. This happens a few more times, until the piñata climbs up its rope out of their reach using its teeth. The children are dismayed, until an adult, represented by a larger sombrero, comes in with a stick large enough to reach the piñata. The adult winds up for the hit and begins shaking. The piñata also begins shaking. Just before the adult strikes, the piñata, in a great state of fear and panic, is struck by a vicious bout of diarrhea, which, for a piñata, is in the form of its contents, that is, candy. The children rejoice and the piñata is relieved, since it is now left alone. But to its surprise, as the film finishes, it is attacked once more by the original little girl, who has acquired the large stick used by the adult.",comedy,0,3,0.9897264901121138
412,14205601,"Ready, Woolen and Able",1960-07-30,"Introduction: Like all Sam Sheepdog and Ralph Wolf shorts, this one revolves around Ralph Wolf trying to steal the sheep which Sam Sheepdog is guarding. The short begins with a juxtaposition of how Sam and Ralph get to work. Sam takes a leisurely drive to work in what appears to be a caricature of shoddy Ford Model T. Behind him, Ralph speeds past in a drag racer. After Ralph hastily parks and walks away, Sam pulls into his spot, careful to make the correct hand signals as he turns. 1. As soon as the whistle blows, Ralph sprints off to catch a sheep. Sam lumbers to his perch, grabbing a rake on his way and drops it in front of Ralph's path. Ralph steps on the rake causing the rake to smack him in the face. As the sheep jumps away, it lands on Ralph's back, bending him in half. 2. Next, Ralph attempts to use a lever to launch a stick of dynamite into Sam. However, as Ralph jumps on to one end of the lever, the stick of dynamite simply rolls into him. 3. In Ralph's third attempt, he rolls an open barrel of gun-powder down a hill toward Sam, which leaves a trail of powder as it rolls. Ralph lights the trail after the barrel starts moving, but the barrel hits a rock and flies over Sam and under a boulder. The barrel subsequently explodes and sends the boulder flying and ultimately falling on Ralph, who, naturally, attempts to protect himself with a very small umbrella.  4. Next, Ralph purchases a box of ""Two  Acme bed-springs"", which he straps to his feet to increase his stride. After a few failed practise attempts, he gets the hang of it and heads off toward the field. As Ralph jumps over Sam, Sam pulls out a very large magnet which he uses to pull the springs off Ralph's feet in midair. Luckily, Ralph has a parachute. Unluckily, the wind blows him right next to Sam. As the parachute falls over Sam and Ralph as a shroud, Ralph attempts to run, but caught up in the fabric, Sam is able to grab Ralph and punch him. Ralph ultimately skids toward the edge of a cliff, where, after realization of his predicament, he falls. 5. Ralph's final attempt is very drawn out and plays on Sam's uncanny ability to be wherever he needs to be. Ralph first notices that Sam and one of the sheep are separated by a very large chasm, so Ralph attempts to cross the chasm with a trapeze. Upon crossing the chasm and grabbing what he thinks to be a sheep, it turns out he grabbed Sam. After realizing this mistake, he deposits Sam on the first cliff, only to swing back and discover that Sam is on the far cliff again. Ralph then decides to climb the trapeze, only to find that Sam is holding the trapeze. When Ralph then decides to slide down to the bottom of the trapeze, he finds Sam sitting there. Cutting all his losses, he decides to dive off the trapeze, and as he's falling he notices Sam sitting on three small cliff outcroppings, a branch, in a hot air balloon, fishing in a small dingy, and sleeping under water. Ralph then swims as fast as he can, into the mouth of a whale to find Sam standing against one of the whale's teeth. In shock, Ralph jumps out the whale's blow hole, to find Sam sitting in an inner tube atop the whale's spray of water. Ralph then runs, through the air, to the closest beach, where he finds the beach is full of at least two dozen instances of Sam, and for the first time they're all visible at once. As Ralph blows his top, the punch clock whistle blows and Sam begins driving home. As he's driving, an ambulance passes him and Ralph can be seen in the back tied up in a straight jacket. The two politely wish each other good night.",comedy,0,3,0.9962001978628953
413,27919005,Venghai,2011-07-07,"Veera Pandi , landlord who is also the most respected person in Pandiapuram, a hamlet near Sivaganga. You guessed it right, he is a do-gooder who commands respect from all and is feared the most by his enemies. Selvam  is his loyal son, who always does the right things at the right time and sees his father as his role model. Rajalingam , the local MLA, who has risen to his position mostly because of the influence enjoyed by Veera Pandi in the region. Rajalingam doesn't share the good motives of Veera Pandi. He has come into politics to enjoy power and earn lot of money. Veera Pandi tries to correct him, but the MLA has no intention to listen to him. At the same time, he cannot afford to ignore Veera Pandi. Meanwhile,Veera Pandi, who has many enemies because of his strictness, wants to protect his son from them. So he sends him to his uncle who lives in Trichy. Selvam meets his childhood friend Radhika  in Trichy. Selvam tries to revive the friendship, but the girl avoids him. Selvam pursues her and expresses his love. Radhika responds positively after a lot of hesitation. Rajalingam tries to eliminate Selvam, to tame his father. Though Selvam tries to avoid any confrontation to satisfy his father, he is forced to take the sickle soon. He defeats Rajalingam's plans. This incident makes Rajalingam more furious. He manages to become a minister and uses his power to insult Veera Pandi. Selvam defuses his efforts and Rajalingam is ready for final show down. Selvam is ready to face anything to save his father.",action,1,4,0.6023098467431699
414,14586950,Scanners III: The Takeover,1992,"A young female scanner is troubled by the painful side-effects of her powers. This drives her to try her adoptive father's experimental drug called Eph3  - a variant of the Ephemerol, which cuts off moral conscience and causes her to become a megalomaniac. She kills her father and takes over his pharmaceutical company. Her long-lost adopted brother, also a Scanner, is alerted to her dangerous behavior and returns to stop her. As her rise to power and desire for global dominance gains momentum, her brother must fend off the attackers sent after him and ultimately defeat his sister to save the world.",horror,0,0,0.7312989526318291
415,5671088,Lone Wolf and Cub: Baby Cart at the River Styx,1972-06,"{{plot}} The disgraced former executioner, or Kogi Kaishakunin to the shogun, Ogami Ittō is now living rough on the land with his three-year-old son Daigoro, travelling the countryside as a hired killer. Pushing his son in a baby cart, he stops at a bathhouse looking for a room and a bath, and is eagerly welcomed in by a young woman. However, the manager of the house sees Ittō as a dirty vagabond and scolds the young woman for letting him in the house. Overhearing this, Ittō goes to the baby cart and retrieves a bundle and hands it to the manager for safe keeping – it is 500 gold pieces, earned from a recent job. The manager's tone quickly changes, but when he tries to wash Daigoro's feet, the boy kicks water at the old man and tromps across the floor, leaving wet footprints. Ittō's activities are being watched by the Kurokawa spy clan of shinobi-class ninja, which have fallen in with Ittō's nemesis, the Shadow Yagyū. They report on his activities to Sayaka, head of Akari Yagyū clan of female assassins. But the Kurokawa are unsure that the women are up to the task of killing Ittō. Sayaka laughs confidently and tells the Kurokawas' leader to send their best man into the room. She then orders the man to try to exit the room. He tries to do so by grappling onto the ceiling, but the female assassins set upon him and make short work of him, hacking off his ears, fingers, arms and legs, leaving the man a writhing heap of just a torso and head before he is finally finished off. Ittō, meanwhile, is hired by a clan that specializes in making indigo dye and has a secret process. One of the clan plans to sell out the secret to the shogun. Ittō must kill him. The turncoat will be escorted by the Hidari brothers, each a master of a deadly weapon – the iron claw, the flying mace and a pair of armored gloves. As he travels to his job, Ittō encounters three groups of female assassins. The first group is disguised as an acrobat troupe that turns deadly as their gymnastic moves are combined with blades and turned against Ittō. He then encounters a pair of women who with blades on their straw hats that they throw at Ittō as if they are Frisbees. Finally, some women washing vegetables by the river turn out to be assassins and the daikons they are washing are wielded as weapons. Ittō kills them all. Then he meets Sayaka, who catches him, his son and the baby cart in a steel net. Ittō cuts his way out of the net and engages in a sword duel with her. He delivers what should be a disabling blow to her ankles, but the woman fighter jumps straight up out of her kimono to reveal a fishnet body suit and then runs away, bizarrely jogging backwards. Next, the Kurokawa clan are waiting for Ittō, who puts together his naginata  and gives the baby cart a shove toward the waiting enemies. Daigoro, still in the baby cart then activates blades in the axles of the cart, which cut off the feet of several men. The battle that ensues between Ittō and the Kurokawas is fierce and Ittō is injured before he has killed them all. Weary from the endless fighting, Ittō struggles along the road and eventually finds shelter in a shack. Daigoro, seeing that his father needs his help, must do what he can. Unable to carry water in his tiny hands, Daigoro carries water from the river in the only vessel available – his mouth. He spits the few drops he could carry between his father's parched lips. For food, Daigoro finds some rice cakes given as an offering to a Buddha statue and takes them for his father, leaving his vest in exchange. Ittō recovers and finds that his son is missing. Daigoro has been taken by the Kurokawa and Sayaka, tied up and suspended over a water well. If Ittō attacks, they will let go of the rope and Daigoro will plunge to his death. Daigoro lets his sandal drop into the well, giving Ittō a gauge of how deep it is. He then makes his move as the rope unspools, stopping it just in time. Sayaka watches silently and makes no move to engage the swordsman, realising his technique far outstrips her own and perhaps also out of a sense of honor for the devotion of the father to his child. Ittō then finds himself aboard a ship, carrying the three Hidari brothers. Ittō is met by several other members of the indigo-dye clan, who try to kill the Hidaris but are bloodily rebuffed. The clan then sets the ship on fire in an attempt to kill the Hidaris, but the three killers escape. Ittō tosses Daigoro and the baby cart into the water, the cart proves itself by floating. Sayaka has followed Ittō onto the ship and in the water, she tries to kill him, but is disarmed. Ittō, with Daigoro and Sayaka, find shelter, but they are cold. Ittō disrobes himself and Daigoro, then turns on Sayaka, tearing off her clothes. But he does not mean to rape her. Instead, he is seeking to get her out of her cold, wet clothes and cling to her while nude. ""Three people are warmer than two,"" he explains. She thinks about taking his sword and killing him, but the cozy scene, with Daigoro sitting between them, playfully fondling her breast, makes her abandon the plan. The final showdown takes place on a vast area of sand dunes. The Hidari brothers are at the head of a caravan of men carrying a palanquin with the indigo expert inside. The brother with the iron claw runs forward and thrusts his claw into the sand, which boils up with blood. There are men hiding in the sand. He digs his claw into the sand several times, each time creating a pool of blood and pulling up a hiding warrior by his head. The rest of the hidden men in the sand emerge and fight, but the Hidari brothers dispatch them all. Ittō awaits, alone, at the top of a large dune. Each brother is dispatched in a high-pressure spray of blood, with the last brother dispatched in a lethal stroke along the throat, a cut that sprays blood in a fine mist, while making a sound like the ""howling of the wind"". The final slain Hidari brother comments such a fabled finishing stroke is referred to as ""Mogaribue"", and wishes he had heard the sound just once from the many people he has killed, but is instead hearing it from his own neck as his life slowly drains away. Ittō approaches the palanquin with the traitorous indigo expert inside, finishing him before gathering Daigoro and again setting off. The end sees them out of the desert and on a coastal trail, followed by Sayaka. Aware of her presence Ittō stops the cart, looking straight ahead whilst holding out his dotanuki blade, as Sayaka wielding a katana is revealed behind him. Ittō stands ominously still until he hears the sound of Sayaka dropping her sword; knowing that she can never defeat the master swordsman.",action,1,1,0.5285338521112763
